OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Diabetes_Census_Tract_Estimate,Diabetes_Estimate_Confidence_Interval,Diabetes_Map_Symbol_withinHSR,Diabetes_County_Regional_Estimate,Diabetes_Map_Symbol_State,Diabetes_State_Estimate
100,8091967600,"Census Tract 9676, Ouray County, Colorado",Ouray,3968,10,6.8,95% C.I.: 5.6 - 9.3,Second Quintile,County/Regional Estimate 8.6% (95% C.I.: 0 - 19.4),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
101,8033000100,"Census Tract 1, Dolores County, Colorado",Dolores,1375,9,5.4,95% C.I.: 4.1 - 7.9,Second Quintile,County/Regional Estimate 2.3% (95% C.I.: 0 - 5),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
102,8109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,2793,8,14.2,95% C.I.: 12 - 17.8,Fourth Quintile,County/Regional Estimate 15.6% (95% C.I.: 7 - 24.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
103,8109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,2142,8,18.5,95% C.I.: 14.7 - 24.8,Highest Quintile,County/Regional Estimate 15.6% (95% C.I.: 7 - 24.3),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
104,8105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,3644,8,10.6,95% C.I.: 8.8 - 14.2,Middle Quintile,County/Regional Estimate 11% (95% C.I.: 5.5 - 16.5),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
105,8105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,3615,8,10.6,95% C.I.: 9.1 - 13.2,Second Quintile,County/Regional Estimate 11% (95% C.I.: 5.5 - 16.5),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
106,8105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,1460,8,14.6,95% C.I.: 12.5 - 17.9,Highest Quintile,County/Regional Estimate 11% (95% C.I.: 5.5 - 16.5),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
107,8077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,4504,19,6.3,95% C.I.: 5.9 - 6.7,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
108,8077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,4425,19,6.8,95% C.I.: 6.4 - 7.2,Second Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
109,8077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,3854,19,10.7,95% C.I.: 10.2 - 11.3,Highest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
110,8077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,3958,19,6.5,95% C.I.: 6 - 7.1,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
111,8077000500,"Census Tract 5, Mesa County, Colorado",Mesa,3136,19,3.4,95% C.I.: 3.1 - 3.9,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
112,8077000400,"Census Tract 4, Mesa County, Colorado",Mesa,3026,19,7.3,95% C.I.: 6.8 - 7.9,Second Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
113,8077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,3871,19,10,95% C.I.: 9.4 - 10.6,Highest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
114,8077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,3520,19,9.3,95% C.I.: 8.8 - 10,Fourth Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
115,8077000300,"Census Tract 3, Mesa County, Colorado",Mesa,1220,19,7.1,95% C.I.: 6.6 - 7.8,Second Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
116,8077000200,"Census Tract 2, Mesa County, Colorado",Mesa,1609,19,6.6,95% C.I.: 6.2 - 7.5,Second Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
117,8077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,4122,19,9.3,95% C.I.: 8.9 - 9.9,Fourth Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
118,8077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,9796,19,8.1,95% C.I.: 7.6 - 8.7,Middle Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
119,8077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,2810,19,8.7,95% C.I.: 8.3 - 9.3,Fourth Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
120,8077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,6615,19,6.3,95% C.I.: 5.8 - 7,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
121,8077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,5416,19,9.2,95% C.I.: 8.6 - 9.8,Fourth Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
122,8077000900,"Census Tract 9, Mesa County, Colorado",Mesa,2199,19,6.5,95% C.I.: 6.1 - 7.3,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
123,8077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,6131,19,7.7,95% C.I.: 7.2 - 8.2,Middle Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
124,8077000800,"Census Tract 8, Mesa County, Colorado",Mesa,6369,19,7.1,95% C.I.: 6.6 - 7.8,Second Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
125,8077000700,"Census Tract 7, Mesa County, Colorado",Mesa,3166,19,7.5,95% C.I.: 6.9 - 8.3,Middle Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
126,8077001900,"Census Tract 19, Mesa County, Colorado",Mesa,4210,19,9.3,95% C.I.: 8.9 - 9.8,Fourth Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
127,8077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,3254,19,7.4,95% C.I.: 6.9 - 7.9,Second Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
128,8077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,4733,19,9.9,95% C.I.: 9.4 - 10.4,Highest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
129,8077001600,"Census Tract 16, Mesa County, Colorado",Mesa,2891,19,9.6,95% C.I.: 9.1 - 10.1,Highest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
130,8077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,5761,19,8.7,95% C.I.: 8.3 - 9.2,Middle Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
131,8077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,3357,19,8.8,95% C.I.: 8.3 - 9.4,Fourth Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
132,8077001800,"Census Tract 18, Mesa County, Colorado",Mesa,2349,19,8.4,95% C.I.: 7.9 - 8.9,Middle Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
133,8077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,3694,19,9.5,95% C.I.: 9 - 10.1,Highest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
134,8077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,4021,19,6.5,95% C.I.: 6.1 - 7,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
135,8077001200,"Census Tract 12, Mesa County, Colorado",Mesa,1870,19,10.5,95% C.I.: 9.9 - 11.1,Highest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.8 - 9.8),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
136,8019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,2165,17,10,95% C.I.: 8.2 - 12.8,Highest Quintile,County/Regional Estimate 4.8% (95% C.I.: 1.4 - 8.2),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
137,8053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,672,10,1,95% C.I.: 0.7 - 6.9,Lowest Quintile,County/Regional Estimate 8.5% (95% C.I.: 6.6 - 10.4),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
138,8015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,4094,13,7.6,95% C.I.: 6.5 - 9,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.7 - 10.5),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
139,8015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,3235,13,6.3,95% C.I.: 4.9 - 8,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.7 - 10.5),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
140,8015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,2295,13,10.7,95% C.I.: 9.3 - 12.4,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.7 - 10.5),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
141,8015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,3612,13,7.7,95% C.I.: 6.5 - 9.5,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.7 - 10.5),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
142,8015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,2727,13,7.6,95% C.I.: 6.7 - 8.8,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.7 - 10.5),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
143,8111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,475,9,1.1,95% C.I.: 0.7 - 6.5,Lowest Quintile,County/Regional Estimate 6.3% (95% C.I.: 4.8 - 7.8),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
144,8085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,2954,10,9.5,95% C.I.: 8.5 - 10.8,Fourth Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
145,8085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,3480,10,9.1,95% C.I.: 8 - 10.8,Middle Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
146,8085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,3764,10,9.9,95% C.I.: 9 - 11,Highest Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
147,8085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,1926,10,12,95% C.I.: 11 - 13.2,Highest Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
148,8085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,2628,10,9.8,95% C.I.: 8.7 - 11.2,Fourth Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
149,8085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,2410,10,10.3,95% C.I.: 9.3 - 11.5,Highest Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
150,8085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,3317,10,11.9,95% C.I.: 10.6 - 13.7,Highest Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
151,8085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,1842,10,10.3,95% C.I.: 9.4 - 11.4,Highest Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
152,8085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,4859,10,10.2,95% C.I.: 9.3 - 11.7,Highest Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
153,8085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,4586,10,9.3,95% C.I.: 8.3 - 10.9,Fourth Quintile,County/Regional Estimate 11.4% (95% C.I.: 8 - 14.9),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
154,8007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,1108,9,5.7,95% C.I.: 4.3 - 7.8,Middle Quintile,County/Regional Estimate 3.3% (95% C.I.: 1 - 5.6),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
155,8007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,4676,9,3.1,95% C.I.: 2.3 - 5.1,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 1 - 5.6),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
156,8007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,1918,9,3.2,95% C.I.: 2.5 - 5.2,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 1 - 5.6),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
157,8007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,2697,9,3.9,95% C.I.: 2.9 - 5.9,Lowest Quintile,County/Regional Estimate 3.3% (95% C.I.: 1 - 5.6),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
158,8093000500,"Census Tract 5, Park County, Colorado",Park,2260,17,5.3,95% C.I.: 4.4 - 7,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 0.9 - 6),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
159,8093000400,"Census Tract 4, Park County, Colorado",Park,1499,17,5.5,95% C.I.: 4.7 - 7.5,Middle Quintile,County/Regional Estimate 3.4% (95% C.I.: 0.9 - 6),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
160,8093000100,"Census Tract 1, Park County, Colorado",Park,5239,17,4.3,95% C.I.: 3.6 - 5.9,Second Quintile,County/Regional Estimate 3.4% (95% C.I.: 0.9 - 6),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
161,8093000300,"Census Tract 3, Park County, Colorado",Park,2166,17,2.7,95% C.I.: 2.2 - 3.7,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 0.9 - 6),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
162,8093000200,"Census Tract 2, Park County, Colorado",Park,2925,17,3.5,95% C.I.: 2.9 - 4.7,Lowest Quintile,County/Regional Estimate 3.4% (95% C.I.: 0.9 - 6),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
163,8001009606,"Census Tract 96.06, Adams County, Colorado",Adams,2143,14,9.5,95% C.I.: 9.2 - 9.9,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
164,8001009320,"Census Tract 93.20, Adams County, Colorado",Adams,1975,14,9.2,95% C.I.: 8.8 - 9.6,Middle Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
165,8001009409,"Census Tract 94.09, Adams County, Colorado",Adams,4268,14,10.1,95% C.I.: 9.8 - 10.5,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
166,8001009322,"Census Tract 93.22, Adams County, Colorado",Adams,3238,14,8.5,95% C.I.: 8.2 - 8.9,Second Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
167,8001009607,"Census Tract 96.07, Adams County, Colorado",Adams,3825,14,9.6,95% C.I.: 9.2 - 10,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
168,8001009304,"Census Tract 93.04, Adams County, Colorado",Adams,4412,14,11.3,95% C.I.: 10.9 - 11.8,Highest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
169,8001060200,"Census Tract 602, Adams County, Colorado",Adams,3042,14,6.4,95% C.I.: 6.2 - 6.7,Lowest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
170,8001009325,"Census Tract 93.25, Adams County, Colorado",Adams,4345,14,9.1,95% C.I.: 8.8 - 9.5,Middle Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
171,8069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,1284,2,5,95% C.I.: 4.7 - 5.3,Middle Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
172,8069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2984,2,5.9,95% C.I.: 5.6 - 6.2,Highest Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
173,8069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,1888,2,6.3,95% C.I.: 6.1 - 6.7,Highest Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
174,8069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2700,2,5.7,95% C.I.: 5.3 - 6.1,Fourth Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
175,8069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,4337,2,4.1,95% C.I.: 3.9 - 4.4,Second Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
176,8069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,5360,2,2.6,95% C.I.: 2.5 - 2.9,Lowest Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
177,8069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,3427,2,4.8,95% C.I.: 4.5 - 5.1,Middle Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
178,8069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2121,2,7.8,95% C.I.: 7.4 - 8.1,Highest Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
179,8069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,3092,2,3.7,95% C.I.: 3.5 - 4,Second Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
180,8069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2430,2,4.4,95% C.I.: 4.2 - 4.7,Second Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
181,8069002700,"Census Tract 27, Larimer County, Colorado",Larimer,4775,2,4.8,95% C.I.: 4.6 - 5.1,Middle Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
182,8069002600,"Census Tract 26, Larimer County, Colorado",Larimer,5829,2,5,95% C.I.: 4.8 - 5.2,Middle Quintile,County/Regional Estimate 5.1% (95% C.I.: 4.2 - 5.9),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
183,8001015000,"Census Tract 150, Adams County, Colorado",Adams,2074,14,11.1,95% C.I.: 10.7 - 11.5,Highest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
184,8001008538,"Census Tract 85.38, Adams County, Colorado",Adams,4482,14,7.8,95% C.I.: 7.5 - 8.2,Lowest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
185,8001009326,"Census Tract 93.26, Adams County, Colorado",Adams,2181,14,10.3,95% C.I.: 10 - 10.7,Highest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
186,8001009206,"Census Tract 92.06, Adams County, Colorado",Adams,1589,14,9.7,95% C.I.: 9.3 - 10.1,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
187,8001008546,"Census Tract 85.46, Adams County, Colorado",Adams,2464,14,8.3,95% C.I.: 8 - 8.6,Second Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
188,8001008526,"Census Tract 85.26, Adams County, Colorado",Adams,4887,14,8.8,95% C.I.: 8.4 - 9.1,Second Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
189,8001008901,"Census Tract 89.01, Adams County, Colorado",Adams,1757,14,9,95% C.I.: 8.6 - 9.4,Middle Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
190,8001009608,"Census Tract 96.08, Adams County, Colorado",Adams,2692,14,10.3,95% C.I.: 9.9 - 10.7,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
191,8001009604,"Census Tract 96.04, Adams County, Colorado",Adams,3607,14,11.1,95% C.I.: 10.7 - 11.6,Highest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
192,8001009202,"Census Tract 92.02, Adams County, Colorado",Adams,3207,14,8.6,95% C.I.: 8.2 - 8.9,Second Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
193,8001008801,"Census Tract 88.01, Adams County, Colorado",Adams,3527,14,9.7,95% C.I.: 9.3 - 10.1,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
194,8001009401,"Census Tract 94.01, Adams County, Colorado",Adams,4091,14,9.4,95% C.I.: 9 - 9.8,Fourth Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
195,8001009406,"Census Tract 94.06, Adams County, Colorado",Adams,3728,14,9.1,95% C.I.: 8.8 - 9.5,Middle Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
196,8001008542,"Census Tract 85.42, Adams County, Colorado",Adams,5776,14,7.7,95% C.I.: 7.4 - 8,Lowest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
197,8001008536,"Census Tract 85.36, Adams County, Colorado",Adams,2157,14,8.2,95% C.I.: 7.9 - 8.6,Second Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
198,8001008539,"Census Tract 85.39, Adams County, Colorado",Adams,6295,14,6.9,95% C.I.: 6.6 - 7.2,Lowest Quintile,County/Regional Estimate 9.4% (95% C.I.: 8.1 - 10.7),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
