OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Percent_Poverty_AllPeople_Income_Below_Pov_Level,Poverty_Median_Household_Income,Poverty_Mean_Household_Income,Poverty_Per_Capita_Income
699,08035014110,"Census Tract 141.10, Douglas County, Colorado",08035014110,DOUGLAS,5892,5665.4,10.4,74495,101137,39308
700,08035014109,"Census Tract 141.09, Douglas County, Colorado",08035014109,DOUGLAS,2902,4918.6,1.5,126341,153073,65619
701,08035014108,"Census Tract 141.08, Douglas County, Colorado",08035014108,DOUGLAS,4805,4004.2,2.1,108362,141485,53511
702,08035014202,"Census Tract 142.02, Douglas County, Colorado",08035014202,DOUGLAS,1844,37.2,6.5,101679,129469,51586
703,08035014116,"Census Tract 141.16, Douglas County, Colorado",08035014116,DOUGLAS,6179,4012.3,7.2,100038,154646,63069
704,08035014300,"Census Tract 143, Douglas County, Colorado",08035014300,DOUGLAS,772,4.1,2.6,54479,78087,36164
705,08035014107,"Census Tract 141.07, Douglas County, Colorado",08035014107,DOUGLAS,3795,3580.2,2.8,126121,146277,54110
706,08035014122,"Census Tract 141.22, Douglas County, Colorado",08035014122,DOUGLAS,7211,1363.1,1.4,173289,238831,80126
707,08035014602,"Census Tract 146.02, Douglas County, Colorado",08035014602,DOUGLAS,2657,32.1,6,123036,138167,48663
708,08035013901,"Census Tract 139.01, Douglas County, Colorado",08035013901,DOUGLAS,7698,433.9,2.1,103405,129117,51832
709,08035014503,"Census Tract 145.03, Douglas County, Colorado",08035014503,DOUGLAS,5598,1546.4,6.1,84706,108646,42740
710,08035013909,"Census Tract 139.09, Douglas County, Colorado",08035013909,DOUGLAS,6305,257.9,1.1,106964,155110,55615
711,08101003600,"Census Tract 36, Pueblo County, Colorado",08101003600,PUEBLO,2143,3.7,39.2,29866,41172,17037
712,08101003500,"Census Tract 35, Pueblo County, Colorado",08101003500,PUEBLO,1743,898.5,45.1,16106,24856,15406
713,08101002916,"Census Tract 29.16, Pueblo County, Colorado",08101002916,PUEBLO,3082,3177.3,9.2,36611,48176,20578
714,08101002914,"Census Tract 29.14, Pueblo County, Colorado",08101002914,PUEBLO,3521,1760.5,13.5,49954,63530,22444
715,08063962200,"Census Tract 9622, Kit Carson County, Colorado",08063962200,KIT CARSON,1384,2.2,9.3,45461,59746,24575
716,08063962300,"Census Tract 9623, Kit Carson County, Colorado",08063962300,KIT CARSON,994,1.2,10.8,40625,63392,30144
717,08063962100,"Census Tract 9621, Kit Carson County, Colorado",08063962100,KIT CARSON,5468,7.4,12.2,46995,70455,25787
718,08101002912,"Census Tract 29.12, Pueblo County, Colorado",08101002912,PUEBLO,1816,1210.7,22.1,53319,57850,23007
720,08101002917,"Census Tract 29.17, Pueblo County, Colorado",08101002917,PUEBLO,3075,189.1,10.6,69926,80526,28279
721,08101003106,"Census Tract 31.06, Pueblo County, Colorado",08101003106,PUEBLO,1300,88.2,8.1,59743,72432,27024
722,08101003105,"Census Tract 31.05, Pueblo County, Colorado",08101003105,PUEBLO,3355,555.5,3.4,69324,78768,27973
723,08101002915,"Census Tract 29.15, Pueblo County, Colorado",08101002915,PUEBLO,2459,2215.3,12,58958,67669,24855
724,08101002918,"Census Tract 29.18, Pueblo County, Colorado",08101002918,PUEBLO,6603,46.7,4.9,66598,73377,27331
725,08101002913,"Census Tract 29.13, Pueblo County, Colorado",08101002913,PUEBLO,3240,1687.5,4.5,77927,88715,36445
726,08101002911,"Census Tract 29.11, Pueblo County, Colorado",08101002911,PUEBLO,2787,405.7,3.4,80488,91884,31035
727,08101000903,"Census Tract 9.03, Pueblo County, Colorado",08101000903,PUEBLO,769,1922.5,100,19516,20591,3740
728,08101002600,"Census Tract 26, Pueblo County, Colorado",08101002600,PUEBLO,3824,4202.2,41.8,23584,31265,15149
729,08101002801,"Census Tract 28.01, Pueblo County, Colorado",08101002801,PUEBLO,5367,6389.3,22.4,39000,46773,19029
730,08101002000,"Census Tract 20, Pueblo County, Colorado",08101002000,PUEBLO,3236,4432.9,37.9,31591,38406,15504
731,08101001800,"Census Tract 18, Pueblo County, Colorado",08101001800,PUEBLO,2194,5223.8,20.1,40865,44156,21039
732,08101001900,"Census Tract 19, Pueblo County, Colorado",08101001900,PUEBLO,1403,3897.2,26.7,31108,48449,22952
733,08101002400,"Census Tract 24, Pueblo County, Colorado",08101002400,PUEBLO,1756,5321.2,28.8,30333,44521,19095
734,08101001400,"Census Tract 14, Pueblo County, Colorado",08101001400,PUEBLO,1290,3146.3,31.2,23952,28857,14762
735,08101001700,"Census Tract 17, Pueblo County, Colorado",08101001700,PUEBLO,4662,3885,17.2,40013,56080,24373
736,08101000905,"Census Tract 9.05, Pueblo County, Colorado",08101000905,PUEBLO,2204,7871.4,29,26558,37574,18728
737,08101003104,"Census Tract 31.04, Pueblo County, Colorado",08101003104,PUEBLO,2164,789.8,11.7,55172,64306,26324
738,08101002300,"Census Tract 23, Pueblo County, Colorado",08101002300,PUEBLO,3595,3126.1,16.3,32076,43527,18809
739,08101002200,"Census Tract 22, Pueblo County, Colorado",08101002200,PUEBLO,1469,4738.7,39.2,25438,34251,14811
740,08101002100,"Census Tract 21, Pueblo County, Colorado",08101002100,PUEBLO,1421,4440.6,32.1,20938,29933,14784
741,08101002802,"Census Tract 28.02, Pueblo County, Colorado",08101002802,PUEBLO,3565,2314.9,15,41752,49235,21132
742,08101000200,"Census Tract 2, Pueblo County, Colorado",08101000200,PUEBLO,2022,1758.3,23.3,33387,46658,17384
743,08101002906,"Census Tract 29.06, Pueblo County, Colorado",08101002906,PUEBLO,4378,158.7,5.6,77669,98800,34714
744,08101002700,"Census Tract 27, Pueblo County, Colorado",08101002700,PUEBLO,5099,4678,16.8,37518,44718,19289
745,08101001600,"Census Tract 16, Pueblo County, Colorado",08101001600,PUEBLO,1822,1822,11.2,48281,67469,30573
746,08101002903,"Census Tract 29.03, Pueblo County, Colorado",08101002903,PUEBLO,6878,674.3,14.5,64943,78703,30979
747,08101000500,"Census Tract 5, Pueblo County, Colorado",08101000500,PUEBLO,1953,1395,18.8,38679,43700,22587
748,08101000800,"Census Tract 8, Pueblo County, Colorado",08101000800,PUEBLO,3126,3907.5,33.1,28333,40805,16280
749,08101002901,"Census Tract 29.01, Pueblo County, Colorado",08101002901,PUEBLO,2935,784.8,29,33032,37440,15758
750,08101002500,"Census Tract 25, Pueblo County, Colorado",08101002500,PUEBLO,2970,6600,19.2,43370,52375,22401
751,08101003103,"Census Tract 31.03, Pueblo County, Colorado",08101003103,PUEBLO,1909,378.8,27.1,39375,62606,25779
752,08101003001,"Census Tract 30.01, Pueblo County, Colorado",08101003001,PUEBLO,1016,194.6,20.2,50000,53600,21168
753,08101001000,"Census Tract 10, Pueblo County, Colorado",08101001000,PUEBLO,5447,7074,44.9,30599,36758,12697
754,08101000904,"Census Tract 9.04, Pueblo County, Colorado",08101000904,PUEBLO,3699,3893.7,15.3,36910,43402,22753
755,08101003004,"Census Tract 30.04, Pueblo County, Colorado",08101003004,PUEBLO,2960,699.8,7,90592,127408,46267
756,08101001100,"Census Tract 11, Pueblo County, Colorado",08101001100,PUEBLO,2352,4276.4,38.5,30404,30898,13432
757,08101000902,"Census Tract 9.02, Pueblo County, Colorado",08101000902,PUEBLO,6413,4484.6,22.8,36250,54766,22270
758,08101003200,"Census Tract 32, Pueblo County, Colorado",08101003200,PUEBLO,3483,4.2,21.2,53380,60816,22858
759,08101000400,"Census Tract 4, Pueblo County, Colorado",08101000400,PUEBLO,2846,4446.9,28.1,37202,50913,22416
760,08101002806,"Census Tract 28.06, Pueblo County, Colorado",08101002806,PUEBLO,4476,13.2,7.1,73205,84742,27454
761,08101000300,"Census Tract 3, Pueblo County, Colorado",08101000300,PUEBLO,2099,4466,100,,,5226
762,08101002804,"Census Tract 28.04, Pueblo County, Colorado",08101002804,PUEBLO,4372,15.5,10.7,57380,69495,28073
763,08101001200,"Census Tract 12, Pueblo County, Colorado",08101001200,PUEBLO,2130,2088.2,36.4,25278,35362,14010
764,08101000600,"Census Tract 6, Pueblo County, Colorado",08101000600,PUEBLO,1960,5600,32.1,22044,32029,15304
765,08101002807,"Census Tract 28.07, Pueblo County, Colorado",08101002807,PUEBLO,4753,3772.2,12.2,58063,70294,26307
766,08101002808,"Census Tract 28.08, Pueblo County, Colorado",08101002808,PUEBLO,3305,1316.7,18.1,87250,101652,34598
767,08101001500,"Census Tract 15, Pueblo County, Colorado",08101001500,PUEBLO,2247,4405.9,32.2,38591,53069,22475
768,08101000100,"Census Tract 1, Pueblo County, Colorado",08101000100,PUEBLO,2675,1996.3,11.5,46721,64948,28757
769,08035014006,"Census Tract 140.06, Douglas County, Colorado",08035014006,DOUGLAS,6842,3212.2,1.4,127691,147143,47524
770,08035013910,"Census Tract 139.10, Douglas County, Colorado",08035013910,DOUGLAS,6434,3233.2,1.9,127984,132858,42388
771,08035014140,"Census Tract 141.40, Douglas County, Colorado",08035014140,DOUGLAS,5260,3483.4,3.3,153542,199618,66821
772,08035014132,"Census Tract 141.32, Douglas County, Colorado",08035014132,DOUGLAS,6366,4973.4,3.2,156691,174280,54259
773,08035014130,"Census Tract 141.30, Douglas County, Colorado",08035014130,DOUGLAS,7870,5786.8,1,112801,129824,41729
774,08035014124,"Census Tract 141.24, Douglas County, Colorado",08035014124,DOUGLAS,5437,5383.2,1.7,146429,153797,51309
775,08035014405,"Census Tract 144.05, Douglas County, Colorado",08035014405,DOUGLAS,7799,2190.7,1.9,129677,149867,46773
776,08035014505,"Census Tract 145.05, Douglas County, Colorado",08035014505,DOUGLAS,5310,928.3,4.6,86170,105786,40422
777,08035014603,"Census Tract 146.03, Douglas County, Colorado",08035014603,DOUGLAS,7436,2927.6,1.8,99213,110521,33450
778,08035014403,"Census Tract 144.03, Douglas County, Colorado",08035014403,DOUGLAS,5520,89.2,2.6,119076,154558,59594
779,08035014404,"Census Tract 144.04, Douglas County, Colorado",08035014404,DOUGLAS,2681,29.1,4.1,123704,150434,59547
780,08035014128,"Census Tract 141.28, Douglas County, Colorado",08035014128,DOUGLAS,5027,6206.2,1.7,111162,125637,46972
781,08035014129,"Census Tract 141.29, Douglas County, Colorado",08035014129,DOUGLAS,3923,7401.9,2.8,125536,150006,48921
782,08035014134,"Census Tract 141.34, Douglas County, Colorado",08035014134,DOUGLAS,6478,5266.7,2.6,127401,146892,47087
783,08035014136,"Census Tract 141.36, Douglas County, Colorado",08035014136,DOUGLAS,9188,7122.5,4.8,101984,122564,39901
784,08035014138,"Census Tract 141.38, Douglas County, Colorado",08035014138,DOUGLAS,3313,4538.4,8.9,84103,108354,55027
785,08035014139,"Census Tract 141.39, Douglas County, Colorado",08035014139,DOUGLAS,3924,2706.2,1,106545,130947,50842
786,08035014126,"Census Tract 141.26, Douglas County, Colorado",08035014126,DOUGLAS,1876,6948.1,6.3,84013,97957,50258
787,08035014203,"Census Tract 142.03, Douglas County, Colorado",08035014203,DOUGLAS,6704,923.4,0.3,124854,148392,51441
788,08035014406,"Census Tract 144.06, Douglas County, Colorado",08035014406,DOUGLAS,11516,798.6,1.1,110893,137095,45665
789,08035014133,"Census Tract 141.33, Douglas County, Colorado",08035014133,DOUGLAS,6578,4137.1,3.8,118352,146061,49802
790,08035014204,"Census Tract 142.04, Douglas County, Colorado",08035014204,DOUGLAS,3247,323.1,1.4,102462,113763,41199
791,08035014135,"Census Tract 141.35, Douglas County, Colorado",08035014135,DOUGLAS,3933,151.3,3.7,161607,204808,63469
792,08035014131,"Census Tract 141.31, Douglas County, Colorado",08035014131,DOUGLAS,4078,790.3,5.1,80026,104026,51967
793,08035014137,"Census Tract 141.37, Douglas County, Colorado",08035014137,DOUGLAS,9763,2208.8,4.8,155739,172965,53331
794,08035014127,"Census Tract 141.27, Douglas County, Colorado",08035014127,DOUGLAS,5367,2245.6,1.9,154948,183620,60978
795,08035014125,"Census Tract 141.25, Douglas County, Colorado",08035014125,DOUGLAS,3882,581.1,2.5,136667,179358,74995
796,08035014005,"Census Tract 140.05, Douglas County, Colorado",08035014005,DOUGLAS,5084,4621.8,1.5,92731,126606,44562
797,08035014007,"Census Tract 140.07, Douglas County, Colorado",08035014007,DOUGLAS,2964,788.3,4.1,74885,84755,43024
798,08035014011,"Census Tract 140.11, Douglas County, Colorado",08035014011,DOUGLAS,2724,233.6,2.6,91727,109514,47091
799,08035014506,"Census Tract 145.06, Douglas County, Colorado",08035014506,DOUGLAS,4496,58.3,1.4,130216,146253,50149
800,08035014604,"Census Tract 146.04, Douglas County, Colorado",08035014604,DOUGLAS,4122,163.8,5.6,101278,111731,36287
801,08035014013,"Census Tract 140.13, Douglas County, Colorado",08035014013,DOUGLAS,6703,419.5,1.8,139758,162532,49570
802,08035014012,"Census Tract 140.12, Douglas County, Colorado",08035014012,DOUGLAS,8027,424.5,4.6,114760,132675,43999
803,08035014008,"Census Tract 140.08, Douglas County, Colorado",08035014008,DOUGLAS,7294,3270.9,3.2,138846,152329,50111
804,08035014009,"Census Tract 140.09, Douglas County, Colorado",08035014009,DOUGLAS,3757,2664.5,10.8,104013,114224,36049
805,08035014010,"Census Tract 140.10, Douglas County, Colorado",08035014010,DOUGLAS,5630,3371.3,3.3,95109,111009,42729
806,08035013911,"Census Tract 139.11, Douglas County, Colorado",08035013911,DOUGLAS,7463,536.1,2.9,130417,158545,50001
807,08035014123,"Census Tract 141.23, Douglas County, Colorado",08035014123,DOUGLAS,3222,1471.2,11.5,79063,126816,50569
808,08035014504,"Census Tract 145.04, Douglas County, Colorado",08035014504,DOUGLAS,4723,1859.4,16.2,64524,77182,30221
809,08035013908,"Census Tract 139.08, Douglas County, Colorado",08035013908,DOUGLAS,7403,693.2,1.8,127038,150901,53688
810,08035013907,"Census Tract 139.07, Douglas County, Colorado",08035013907,DOUGLAS,5115,2079.3,8.7,85417,108512,38562
811,08035013905,"Census Tract 139.05, Douglas County, Colorado",08035013905,DOUGLAS,3666,2618.6,2.5,101548,109701,41680
812,08035013904,"Census Tract 139.04, Douglas County, Colorado",08035013904,DOUGLAS,4408,2139.8,10.9,58190,68536,28411
813,08035014001,"Census Tract 140.01, Douglas County, Colorado",08035014001,DOUGLAS,7679,1714.1,3.6,83893,93470,37587
814,08035014115,"Census Tract 141.15, Douglas County, Colorado",08035014115,DOUGLAS,4381,4381,6.5,114469,140534,54634
815,08035014114,"Census Tract 141.14, Douglas County, Colorado",08035014114,DOUGLAS,3321,2767.5,3.8,81122,87305,36045
816,08035014113,"Census Tract 141.13, Douglas County, Colorado",08035014113,DOUGLAS,3205,6540.8,2.5,127458,140675,44967
817,08009964600,"Census Tract 9646, Baca County, Colorado",08009964600,BACA,1577,0.8,11.9,40323,50360,22636
818,08009964700,"Census Tract 9647, Baca County, Colorado",08009964700,BACA,2004,3.9,25.7,33218,51722,23023
819,08019014700,"Census Tract 147, Clear Creek County, Colorado",08019014700,CLEAR CREEK,4935,26.4,2.6,80625,107343,47863
820,08019014800,"Census Tract 148, Clear Creek County, Colorado",08019014800,CLEAR CREEK,1819,312,17.8,51859,64084,29344
821,08119010202,"Census Tract 102.02, Teller County, Colorado",08119010202,TELLER,605,5,12.2,43281,56677,31412
822,08119010201,"Census Tract 102.01, Teller County, Colorado",08119010201,TELLER,2463,23.8,8.2,48835,56542,26402
823,08119010105,"Census Tract 101.05, Teller County, Colorado",08119010105,TELLER,5653,30.6,7,74443,90543,39292
824,08119010104,"Census Tract 101.04, Teller County, Colorado",08119010104,TELLER,2075,412.5,10.3,50781,64125,27747
825,08119010103,"Census Tract 101.03, Teller County, Colorado",08119010103,TELLER,8023,598.3,5,81078,95308,37139
826,08119010106,"Census Tract 101.06, Teller County, Colorado",08119010106,TELLER,4950,38.4,9.9,63125,73594,34264
827,08061960100,"Census Tract 9601, Kiowa County, Colorado",08061960100,KIOWA,1368,0.8,10.6,39250,55401,23621
828,08031006804,"Census Tract 68.04, Denver County, Colorado",08031006804,DENVER,2776,3119.1,5.2,84646,101261,54190
829,08031006701,"Census Tract 67.01, Denver County, Colorado",08031006701,DENVER,3384,8905.3,10.5,71196,79947,50341
830,08031006809,"Census Tract 68.09, Denver County, Colorado",08031006809,DENVER,7342,6440.4,4.2,61484,93111,48677
831,08031006812,"Census Tract 68.12, Denver County, Colorado",08031006812,DENVER,3833,4914.1,7.2,59509,97397,54089
832,08031004004,"Census Tract 40.04, Denver County, Colorado",08031004004,DENVER,1942,3530.9,4.6,76809,111940,52963
833,08031004003,"Census Tract 40.03, Denver County, Colorado",08031004003,DENVER,4335,4292.1,3.9,76921,105378,50953
834,08031006901,"Census Tract 69.01, Denver County, Colorado",08031006901,DENVER,5819,7557.1,18,35078,53723,26333
835,08031002901,"Census Tract 29.01, Denver County, Colorado",08031002901,DENVER,3310,8710.5,7.6,79063,103864,54357
836,08031002802,"Census Tract 28.02, Denver County, Colorado",08031002802,DENVER,4347,12785.3,12.7,54656,74043,47769
837,08031002801,"Census Tract 28.01, Denver County, Colorado",08031002801,DENVER,2791,9624.1,7.5,64771,89276,55379
838,08031002803,"Census Tract 28.03, Denver County, Colorado",08031002803,DENVER,4655,21159.1,12.1,55307,80237,52279
839,08031005503,"Census Tract 55.03, Denver County, Colorado",08031005503,DENVER,4826,6187.2,10.3,69302,79002,30974
840,08031005502,"Census Tract 55.02, Denver County, Colorado",08031005502,DENVER,2111,1868.1,10.3,80625,83992,25703
841,08031007013,"Census Tract 70.13, Denver County, Colorado",08031007013,DENVER,3799,7753.1,7.2,62026,76033,41559
842,08031005002,"Census Tract 50.02, Denver County, Colorado",08031005002,DENVER,7408,9034.1,19.7,40875,63790,29501
843,08031005001,"Census Tract 50.01, Denver County, Colorado",08031005001,DENVER,2704,4506.7,9.9,65762,78875,34802
